title,city_ascii,state_name,ideology,year,city,state_id,lat,lon
Faith Freedom,Bellevue,Washington,Anti-Muslim,2016,Bellevue,WA,47.5953,-122.1551
Faith2Action,North Royalton,Ohio,Anti-LGBT,2016,North Royalton,OH,41.3138,-81.7451
Faithful Word Baptist Church,Tempe,Arizona,Anti-LGBT,2016,Tempe,AZ,33.3881,-111.9318
Family Research Council,Washington,District of Columbia,Anti-LGBT,2016,Washington,DC,38.9047,-77.0163
Family Research Institute,Colorado Springs,Colorado,Anti-LGBT,2016,Colorado Springs,CO,38.8674,-104.7606
Family Security Matters,Washington,District of Columbia,Anti-Muslim,2016,Washington,DC,38.9047,-77.0163
Family Watch International,Gilbert,Arizona,Anti-LGBT,2016,Gilbert,AZ,33.3103,-111.7463
Federation for American Immigration Reform,Washington,District of Columbia,Anti-Immigrant,2016,Washington,DC,38.9047,-77.0163
Fellowship of God's Covenant People,Union,Kentucky,Christian Identity,2016,Union,KY,38.9472,-84.6731
Firm 22,New York,New York,Racist Skinhead,2016,New York,NY,40.6943,-73.9249
The Fitzgerald Griffin Foundation,Vienna,Virginia,White Nationalist,2016,Vienna,VA,38.8996,-77.2597
Fortress of Faith,Bellingham,Washington,Anti-Muslim,2016,Bellingham,WA,48.7543,-122.4687
Forza Nuova,Phoenix,Arizona,White Nationalist,2016,Phoenix,AZ,33.5722,-112.0891
Free American,Tucson,Arizona,White Nationalist,2016,Tucson,AZ,32.1546,-110.8782
FreeMississippi,Perkinston,Mississippi,Neo-Confederate,2016,Perkinston,MS,30.7821,-89.1381
Fundamentalist Latter Day Saints,Colorado City,Arizona,General Hate,2016,Colorado City,AZ,36.9774,-112.983
Fundamentalist Latter Day Saints,Hildale,Utah,General Hate,2016,Hildale,UT,37.0171,-112.9786
Fundamentalist Latter Day Saints,Pringle,South Dakota,General Hate,2016,Pringle,SD,43.609,-103.5946
Gallows Tree Wotansvolk Alliance,Grand Rapids,Michigan,Neo-Volkisch,2016,Grand Rapids,MI,42.9615,-85.6557
Generations With Vision,Elizabeth,Colorado,Anti-LGBT,2016,Elizabeth,CO,39.3611,-104.6061
Georgia Knight Riders Knights of the KKK,Live Oak,Florida,Ku Klux Klan,2016,Live Oak,FL,30.2956,-82.9846
Great Lakes Knights of the Ku Klux Klan,Alpena,Michigan,Ku Klux Klan,2016,Alpena,MI,45.074,-83.4399
H.L. Mencken Club,Elizabethtown,Pennsylvania,White Nationalist,2016,Elizabethtown,PA,40.1534,-76.5991
Hate Crime Streetwear Productions,Anaheim,California,Hate Music,2016,Anaheim,CA,33.839,-117.8572
Heritage and Destiny,Silver Spring,Maryland,White Nationalist,2016,Silver Spring,MD,39.0028,-77.0207
Heterosexuals Organized for a Moral Environment (H.O.M.E.),Downers Grove,Illinois,Anti-LGBT,2016,Downers Grove,IL,41.7949,-88.017
Holy Nation of Odin,Kingsburg,California,General Hate,2016,Kingsburg,CA,36.5242,-119.5608
Hostile Class Productions,Burbank,Illinois,Hate Music,2016,Burbank,IL,41.7444,-87.7686
Identity Evropa,Oakdale,California,White Nationalist,2016,Oakdale,CA,37.7616,-120.847
IHS Press,Norfolk,Virginia,Radical Traditional Catholicism,2016,Norfolk,VA,36.8945,-76.259
Illinois Family Institute,Carol Stream,Illinois,Anti-LGBT,2016,Carol Stream,IL,41.9183,-88.1309
Illinois Family Institute,Peoria,Illinois,Anti-LGBT,2016,Peoria,IL,40.752,-89.6155
Immigration Reform Law Institute,Washington,District of Columbia,Anti-Immigrant,2016,Washington,DC,38.9047,-77.0163
In the Spirit of Chartres Committee,Carrollton,Virginia,Radical Traditional Catholicism,2016,Carrollton,VA,36.9394,-76.5265
Insight USA,Longwood,Florida,General Hate,2016,Longwood,FL,28.7018,-81.3488
Institute for Historical Review,Newport Beach,California,Holocaust Denial,2016,Newport Beach,CA,33.6151,-117.8669
International Keystone Knights of the KKK,Cedartown,Georgia,Ku Klux Klan,2016,Cedartown,GA,34.0224,-85.248
International Keystone Knights of the KKK,Vanndale,Arkansas,Ku Klux Klan,2016,Vanndale,AR,35.3134,-90.774
Invictus Books,Wentzville,Missouri,General Hate,2016,Wentzville,MO,38.8164,-90.867
Irving Books,Key West,Florida,Holocaust Denial,2016,Key West,FL,24.5636,-81.7769
ISD Records,Denison,Texas,Hate Music,2016,Denison,TX,33.7675,-96.5807
Israel United In Christ,Atlanta,Georgia,Black Nationalist,2016,Atlanta,GA,33.7626,-84.4228
Israel United In Christ,Austin,Texas,Black Nationalist,2016,Austin,TX,30.3006,-97.7517
Israel United In Christ,Birmingham,Alabama,Black Nationalist,2016,Birmingham,AL,33.5276,-86.7988
Israel United In Christ,Boston,Massachusetts,Black Nationalist,2016,Boston,MA,42.3188,-71.0846
Israel United In Christ,Bronx,New York,Black Nationalist,2016,Bronx,NY,40.8501,-73.8662
Israel United in Christ,Charlotte,North Carolina,Black Nationalist,2016,Charlotte,NC,35.2079,-80.8303
Israel United In Christ,Chicago,Illinois,Black Nationalist,2016,Chicago,IL,41.8373,-87.6861
Israel United In Christ,Corpus Christi,Texas,Black Nationalist,2016,Corpus Christi,TX,27.7173,-97.3822
Israel United In Christ,Dallas,Texas,Black Nationalist,2016,Dallas,TX,32.7937,-96.7662
Israel United In Christ,Denver,Colorado,Black Nationalist,2016,Denver,CO,39.7621,-104.8759
Israel United In Christ,Detroit,Michigan,Black Nationalist,2016,Detroit,MI,42.3834,-83.1024
Israel United In Christ,Hampton,Virginia,Black Nationalist,2016,Hampton,VA,37.0551,-76.3629
Israel United In Christ,Heath,Ohio,Black Nationalist,2016,Heath,OH,40.0241,-82.4412
Israel United In Christ,Houston,Texas,Black Nationalist,2016,Houston,TX,29.7868,-95.3905
Israel United In Christ,Kansas City,Kansas,Black Nationalist,2016,Kansas City,KS,39.1234,-94.7443
Israel United In Christ,Las Vegas,Nevada,Black Nationalist,2016,Las Vegas,NV,36.2291,-115.2607
Israel United In Christ,Los Angeles,California,Black Nationalist,2016,Los Angeles,CA,34.1139,-118.4068
Israel United In Christ,Louisville,Kentucky,Black Nationalist,2016,Louisville,KY,38.1662,-85.6488
Israel United In Christ,Memphis,Tennessee,Black Nationalist,2016,Memphis,TN,35.1047,-89.9773
Israel United In Christ,Miami,Florida,Black Nationalist,2016,Miami,FL,25.784,-80.2102
Israel United In Christ,Mount Vernon,New York,Black Nationalist,2016,Mount Vernon,NY,40.9136,-73.8291
Israel United In Christ,New Orleans,Louisiana,Black Nationalist,2016,New Orleans,LA,30.0687,-89.9288
Israel United In Christ,Newark,New Jersey,Black Nationalist,2016,Newark,NJ,40.7245,-74.1725
Israel United In Christ,Orlando,Florida,Black Nationalist,2016,Orlando,FL,28.4788,-81.342
Israel United In Christ,Phoenix,Arizona,Black Nationalist,2016,Phoenix,AZ,33.5722,-112.0891
Israel United In Christ,Pittsburgh,Pennsylvania,Black Nationalist,2016,Pittsburgh,PA,40.4396,-79.9763
Israel United In Christ,San Antonio,Texas,Black Nationalist,2016,San Antonio,TX,29.4722,-98.5247
Israel United In Christ,Tallahassee,Florida,Black Nationalist,2016,Tallahassee,FL,30.455,-84.2526
Israel United in Christ,Warr Acres,Oklahoma,Black Nationalist,2016,Warr Acres,OK,35.5284,-97.6182
Israel United In Christ,Washington,District of Columbia,Black Nationalist,2016,Washington,DC,38.9047,-77.0163
Israelite Church of God in Jesus Christ,Jersey City,New Jersey,Black Nationalist,2016,Jersey City,NJ,40.7161,-74.0682
Israelite Church of God in Jesus Christ,Philadelphia,Pennsylvania,Black Nationalist,2016,Philadelphia,PA,40.0076,-75.134
The Israelite Church of God in Jesus Christ,Allentown,Pennsylvania,Black Nationalist,2016,Allentown,PA,40.5961,-75.4756
The Israelite Church of God in Jesus Christ,Baltimore,Maryland,Black Nationalist,2016,Baltimore,MD,39.3051,-76.6144
The Israelite Church of God in Jesus Christ,Fort Myers,Florida,Black Nationalist,2016,Fort Myers,FL,26.6195,-81.8302
The Israelite Church of God in Jesus Christ,Greensboro,North Carolina,Black Nationalist,2016,Greensboro,NC,36.0956,-79.8269
The Israelite Church of God in Jesus Christ,Miami,Florida,Black Nationalist,2016,Miami,FL,25.784,-80.2102
The Israelite Church of God in Jesus Christ,Minneapolis,Minnesota,Black Nationalist,2016,Minneapolis,MN,44.9635,-93.2678
The Israelite Church of God in Jesus Christ,New York,New York,Black Nationalist,2016,New York,NY,40.6943,-73.9249
The Israelite Church of God in Jesus Christ,Oklahoma City,Oklahoma,Black Nationalist,2016,Oklahoma City,OK,35.4676,-97.5136
The Israelite Church of God in Jesus Christ,Omaha,Nebraska,Black Nationalist,2016,Omaha,NE,41.2628,-96.0495
The Israelite Church of God in Jesus Christ,Orlando,Florida,Black Nationalist,2016,Orlando,FL,28.4788,-81.342
The Israelite Church of God in Jesus Christ,Pittsburgh,Pennsylvania,Black Nationalist,2016,Pittsburgh,PA,40.4396,-79.9763
The Israelite Church of God in Jesus Christ,Portland,Oregon,Black Nationalist,2016,Portland,OR,45.5372,-122.65
The Israelite Church of God in Jesus Christ,Washington,District of Columbia,Black Nationalist,2016,Washington,DC,38.9047,-77.0163
The Israelite Church of God in Jesus Christ,West Palm Beach,Florida,Black Nationalist,2016,West Palm Beach,FL,26.7467,-80.1314
Israelite School of Universal Practical Knowledge,Atlanta,Georgia,Black Nationalist,2016,Atlanta,GA,33.7626,-84.4228
Israelite School of Universal Practical Knowledge,Baltimore,Maryland,Black Nationalist,2016,Baltimore,MD,39.3051,-76.6144
Israelite School of Universal Practical Knowledge,Chicago,Illinois,Black Nationalist,2016,Chicago,IL,41.8373,-87.6861
Israelite School of Universal Practical Knowledge,Detroit,Michigan,Black Nationalist,2016,Detroit,MI,42.3834,-83.1024
Israelite School of Universal Practical Knowledge,Indianapolis,Indiana,Black Nationalist,2016,Indianapolis,IN,39.7771,-86.1458
Israelite School of Universal Practical Knowledge,Los Angeles,California,Black Nationalist,2016,Los Angeles,CA,34.1139,-118.4068
Israelite School of Universal Practical Knowledge,Miami,Florida,Black Nationalist,2016,Miami,FL,25.784,-80.2102
Israelite School of Universal Practical Knowledge,Minneapolis,Minnesota,Black Nationalist,2016,Minneapolis,MN,44.9635,-93.2678
Israelite School of Universal Practical Knowledge,New York,New York,Black Nationalist,2016,New York,NY,40.6943,-73.9249
Israelite School of Universal Practical Knowledge,Philadelphia,Pennsylvania,Black Nationalist,2016,Philadelphia,PA,40.0076,-75.134
Israelite School of Universal Practical Knowledge,Portland,Oregon,Black Nationalist,2016,Portland,OR,45.5372,-122.65
Israelite School of Universal Practical Knowledge,Rialto,California,Black Nationalist,2016,Rialto,CA,34.1128,-117.3885
Israelite School of Universal Practical Knowledge,Seattle,Washington,Black Nationalist,2016,Seattle,WA,47.6211,-122.3244
Israelite School of Universal Practical Knowledge,Syracuse,New York,Black Nationalist,2016,Syracuse,NY,43.0409,-76.1438
Israelite School of Universal Practical Knowledge,Washington,District of Columbia,Black Nationalist,2016,Washington,DC,38.9047,-77.0163
Jamaat al-Muslimeen,Baltimore,Maryland,General Hate,2016,Baltimore,MD,39.3051,-76.6144
Jewish Defense League,Los Angeles,California,General Hate,2016,Los Angeles,CA,34.1139,-118.4068
Keep South Dakota Safe PAC,Aberdeen,South Dakota,Anti-Muslim,2016,Aberdeen,SD,45.4646,-98.468
Keystone State Skinheads,Harrisburg,Pennsylvania,Racist Skinhead,2016,Harrisburg,PA,40.2752,-76.8843
Keystone State Skinheads,Philadelphia,Pennsylvania,Racist Skinhead,2016,Philadelphia,PA,40.0076,-75.134
Kingdom Identity Ministries,Harrison,Arkansas,Christian Identity,2016,Harrison,AR,36.2437,-93.1197
Kinsman Redeemer Ministries,Alexandria,Kentucky,Christian Identity,2016,Alexandria,KY,38.9622,-84.386
Knights of the Ku Klux Klan,Harrison,Arkansas,Ku Klux Klan,2016,Harrison,AR,36.2437,-93.1197
Knights of the White Disciples,Hudson,Florida,Ku Klux Klan,2016,Hudson,FL,28.3594,-82.6888
Ku Klos Knights of the KKK,Bally,Pennsylvania,Ku Klux Klan,2016,Bally,PA,40.4004,-75.5875
Ku Klos Knights of the KKK,Battle Creek,Michigan,Ku Klux Klan,2016,Battle Creek,MI,42.2985,-85.2296
Ku Klos Knights of the KKK,Cape Coral,Florida,Ku Klux Klan,2016,Cape Coral,FL,26.6444,-81.9956
Ku Klos Knights of the KKK,Chapel Hill,North Carolina,Ku Klux Klan,2016,Chapel Hill,NC,35.9269,-79.039
Ku Klos Knights of the KKK,Church Hill,Tennessee,Ku Klux Klan,2016,Church Hill,TN,36.5206,-82.7142
Ku Klos Knights of the KKK,Erwin,Tennessee,Ku Klux Klan,2016,Erwin,TN,36.1456,-82.4115
Ku Klos Knights of the KKK,Gatesville,Texas,Ku Klux Klan,2016,Gatesville,TX,31.4419,-97.7351
Ku Klos Knights of the KKK,Gurnee,Illinois,Ku Klux Klan,2016,Gurnee,IL,42.3708,-87.9392
Ku Klos Knights of the KKK,Harrodsburg,Kentucky,Ku Klux Klan,2016,Harrodsburg,KY,37.7654,-84.8474
Ku Klos Knights of the KKK,Hazel Green,Alabama,Ku Klux Klan,2016,Hazel Green,AL,34.9237,-86.5671
Ku Klos Knights of the KKK,Hempstead,New York,Ku Klux Klan,2016,Hempstead,NY,40.7043,-73.6193
Ku Klos Knights of the KKK,Hendersonville,Tennessee,Ku Klux Klan,2016,Hendersonville,TN,36.3063,-86.5997
Ku Klos Knights of the KKK,Hixson,Tennessee,Ku Klux Klan,2016,Hixson,TN,35.1406,-85.2327
Ku Klos Knights of the KKK,Hudson,Florida,Ku Klux Klan,2016,Hudson,FL,28.3594,-82.6888
Ku Klos Knights of the KKK,Indianapolis,Indiana,Ku Klux Klan,2016,Indianapolis,IN,39.7771,-86.1458
Ku Klos Knights of the KKK,Knoxville,Tennessee,Ku Klux Klan,2016,Knoxville,TN,35.9692,-83.9495
Ku Klos Knights of the KKK,Kokomo,Indiana,Ku Klux Klan,2016,Kokomo,IN,40.464,-86.1277
Ku Klos Knights of the KKK,Leakesville,Mississippi,Ku Klux Klan,2016,Leakesville,MS,31.1545,-88.558
Ku Klos Knights of the KKK,Lexington,Tennessee,Ku Klux Klan,2016,Lexington,TN,35.6609,-88.3965
Ku Klos Knights of the KKK,Meadville,Pennsylvania,Ku Klux Klan,2016,Meadville,PA,41.6476,-80.1467
Ku Klos Knights of the KKK,Memphis,Tennessee,Ku Klux Klan,2016,Memphis,TN,35.1047,-89.9773
Ku Klos Knights of the KKK,Muncie,Indiana,Ku Klux Klan,2016,Muncie,IN,40.1989,-85.395
Ku Klos Knights of the KKK,Murfreesboro,Tennessee,Ku Klux Klan,2016,Murfreesboro,TN,35.8493,-86.4098
Ku Klos Knights of the KKK,Oil City,Pennsylvania,Ku Klux Klan,2016,Oil City,PA,41.4282,-79.7035
Ku Klos Knights of the KKK,Sanford,North Carolina,Ku Klux Klan,2016,Sanford,NC,35.4822,-79.1773
Ku Klos Knights of the KKK,Springfield,Missouri,Ku Klux Klan,2016,Springfield,MO,37.1943,-93.2915
Ku Klos Knights of the KKK,Vance,Alabama,Ku Klux Klan,2016,Vance,AL,33.1746,-87.2313
Ku Klos Knights of the KKK,Wauchula,Florida,Ku Klux Klan,2016,Wauchula,FL,27.547,-81.8103
League of the South,Aiken,South Carolina,Neo-Confederate,2016,Aiken,SC,33.5303,-81.727
League of the South,Anniston,Alabama,Neo-Confederate,2016,Anniston,AL,33.6713,-85.8136
League of the South,Conroe,Texas,Neo-Confederate,2016,Conroe,TX,30.322,-95.4807
League of the South,Fort Mitchell,Kentucky,Neo-Confederate,2016,Fort Mitchell,KY,39.0459,-84.5563
League of the South,Harrison,Arkansas,Neo-Confederate,2016,Harrison,AR,36.2437,-93.1197
League of the South,Jacksonville,Florida,Neo-Confederate,2016,Jacksonville,FL,30.3322,-81.6749
League of the South,Killen,Alabama,Neo-Confederate,2016,Killen,AL,34.8607,-87.5269
League of the South,La Porte,Texas,Neo-Confederate,2016,La Porte,TX,29.669,-95.0483
League of the South,Lake City,Florida,Neo-Confederate,2016,Lake City,FL,30.1892,-82.6469
League of the South,Lobelville,Tennessee,Neo-Confederate,2016,Lobelville,TN,35.7507,-87.7958
League of the South,Logansport,Louisiana,Neo-Confederate,2016,Logansport,LA,31.9755,-93.9934
League of the South,London,Kentucky,Neo-Confederate,2016,London,KY,37.1209,-84.0804
League of the South,Macon,Georgia,Neo-Confederate,2016,Macon,GA,32.8407,-83.6324
League of the South,Miami,Florida,Neo-Confederate,2016,Miami,FL,25.784,-80.2102
League of the South,Taylorsville,Kentucky,Neo-Confederate,2016,Taylorsville,KY,38.0368,-85.3336
League of the South,Tupelo,Mississippi,Neo-Confederate,2016,Tupelo,MS,34.2691,-88.7318
League of the South,Tuscaloosa,Alabama,Neo-Confederate,2016,Tuscaloosa,AL,33.2349,-87.5267
League of the South,Waxahachie,Texas,Neo-Confederate,2016,Waxahachie,TX,32.4036,-96.8428
League of the South,West Plains,Missouri,Neo-Confederate,2016,West Plains,MO,36.7378,-91.868
League of the South,Wetumpka,Alabama,Neo-Confederate,2016,Wetumpka,AL,32.5407,-86.2057
League of the South,Wilmington,North Carolina,Neo-Confederate,2016,Wilmington,NC,34.21,-77.886
League of the South,Winchester,Virginia,Neo-Confederate,2016,Winchester,VA,39.1735,-78.1746
Legal Immigrants for America,Winter Springs,Florida,Anti-Immigrant,2016,Winter Springs,FL,28.689,-81.2708
Liberty Counsel,Orlando,Florida,Anti-LGBT,2016,Orlando,FL,28.4788,-81.342
Lincoln County Citizen Action Network,Fayetteville,Tennessee,Anti-Muslim,2016,Fayetteville,TN,35.149,-86.5634
Lordship Church,Coeur d'Alene,Idaho,General Hate,2016,Coeur d'Alene,ID,47.7039,-116.7933
Loyal White Knights of the KKK,Anaheim,California,Ku Klux Klan,2016,Anaheim,CA,33.839,-117.8572
Loyal White Knights of the KKK,Baton Rouge,Louisiana,Ku Klux Klan,2016,Baton Rouge,LA,30.4423,-91.1314
Loyal White Knights of the KKK,Birmingham,Alabama,Ku Klux Klan,2016,Birmingham,AL,33.5276,-86.7988
Loyal White Knights of the KKK,Canton,Georgia,Ku Klux Klan,2016,Canton,GA,34.2469,-84.4902
Loyal White Knights of the KKK,Clay City,Illinois,Ku Klux Klan,2016,Clay City,IL,38.6857,-88.3486
Loyal White Knights of the KKK,Columbus,Ohio,Ku Klux Klan,2016,Columbus,OH,39.986,-82.9852
Loyal White Knights of the KKK,Covington,Georgia,Ku Klux Klan,2016,Covington,GA,33.6049,-83.8465
Loyal White Knights of the KKK,Cullman,Alabama,Ku Klux Klan,2016,Cullman,AL,34.1791,-86.8402
Loyal White Knights of the KKK,Dallas,Georgia,Ku Klux Klan,2016,Dallas,GA,33.9153,-84.8416
Loyal White Knights of the KKK,Danville,Virginia,Ku Klux Klan,2016,Danville,VA,36.5831,-79.4088
Loyal White Knights of the KKK,Fort Worth,Texas,Ku Klux Klan,2016,Fort Worth,TX,32.7814,-97.3473
Loyal White Knights of the KKK,Hampton Bays,New York,Ku Klux Klan,2016,Hampton Bays,NY,40.8692,-72.5227
Loyal White Knights of the KKK,Huntsville,Alabama,Ku Klux Klan,2016,Huntsville,AL,34.6989,-86.6414
Loyal White Knights of the KKK,Jackson,Mississippi,Ku Klux Klan,2016,Jackson,MS,32.3163,-90.2124
Loyal White Knights of the KKK,Jacksonville,Florida,Ku Klux Klan,2016,Jacksonville,FL,30.3322,-81.6749
Loyal White Knights of the KKK,Mobile,Alabama,Ku Klux Klan,2016,Mobile,AL,30.6783,-88.1162
Loyal White Knights of the KKK,Montgomery,Alabama,Ku Klux Klan,2016,Montgomery,AL,32.347,-86.2663
Loyal White Knights of the KKK,Pelham,North Carolina,Ku Klux Klan,2016,Pelham,NC,36.5101,-79.4717
Loyal White Knights of the KKK,Richmond,Virginia,Ku Klux Klan,2016,Richmond,VA,37.5295,-77.4756
Loyal White Knights of the KKK,San Francisco,California,Ku Klux Klan,2016,San Francisco,CA,37.7562,-122.443
Loyal White Knights of the KKK,Trenton,Michigan,Ku Klux Klan,2016,Trenton,MI,42.1395,-83.193
Loyal White Knights of the KKK,Valdosta,Georgia,Ku Klux Klan,2016,Valdosta,GA,30.8503,-83.2789
Maine Resistance,Lewiston,Maine,Anti-LGBT,2016,Lewiston,ME,44.0915,-70.1681
Mary Noel Kershaw Foundation,Lobelville,Tennessee,Neo-Confederate,2016,Lobelville,TN,35.7507,-87.7958
Maryland State Skinheads,Baltimore,Maryland,Racist Skinhead,2016,Baltimore,MD,39.3051,-76.6144
Masjid al Islam,Oakland,California,General Hate,2016,Oakland,CA,37.7903,-122.2165
Mass Resistance,Waltham,Massachusetts,Anti-LGBT,2016,Waltham,MA,42.3889,-71.2423
Mass Resistance,Torrance,California,Anti-LGBT,2016,Torrance,CA,33.8346,-118.3417
Mass Resistance,Yorktown,Virginia,Anti-LGBT,2016,Yorktown,VA,37.2352,-76.5146
Midland Hammerskins,Wichita,Kansas,Racist Skinhead,2016,Wichita,KS,37.6897,-97.3442
Militant Knights KKK,Alpena,Michigan,Ku Klux Klan,2016,Alpena,MI,45.074,-83.4399
Militant Knights KKK,Flint,Texas,Ku Klux Klan,2016,Flint,TX,32.204,-95.3486
Militant Knights KKK,Gladeville,Tennessee,Ku Klux Klan,2016,Gladeville,TN,36.1126,-86.4164
Militant Knights KKK,Minneapolis,Minnesota,Ku Klux Klan,2016,Minneapolis,MN,44.9635,-93.2678
Mission to Israel,Scottsbluff,Nebraska,Christian Identity,2016,Scottsbluff,NE,41.8677,-103.6619
Mission: America,Columbus,Ohio,Anti-LGBT,2016,Columbus,OH,39.986,-82.9852
